timestamp(ms),odrv0_pos,cmd_pos,u,velocity,
"1771539197.058",,,"-0.08","-0.13",
"1771539197.067","1","1","-0.07","-0.43",
"1771539197.077","1","1","-0.07","-0.43",
"1771539197.087","1",,,,
"1771539197.088",,"1","-0.08","-0.03",
"1771539197.097","1",,,,
"1771539197.098",,"1","-0.08","-0.01",
"1771539197.107","1",,,,
"1771539197.108",,"1","-0.07","-0.01",
"1771539197.118","1","1","-0.07","-0.04",
"1771539197.127","1","1","-0.07","0.02",
"1771539197.138","1","1","-0.07",,
"1771539197.139",,,,"-0.04",
"1771539197.149","1","1","-0.07","-0.03",
"1771539197.158","1","1","-0.07","0.03",
"1771539197.168","1","1","-0.07","-0.05",
"1771539197.177","1",,,,
"1771539197.178",,"1","-0.07","0",
"1771539197.187","1",,,,
"1771539197.188",,"1","-0.07","0",
"1771539197.197","1","1","-0.07",,
"1771539197.198",,,,"0",
"1771539197.207","1","1","-0.07","0.02",
"1771539197.218","1","1","-0.07","-0.04",
"1771539197.227","1",,,,
"1771539197.228",,"1","-0.07","0.02",
"1771539197.239","1","1","-0.07","0.04",
"1771539197.248","1","1","-0.07","0.01",
"1771539197.257","1","1","-0.07","0.02",
"1771539197.267","1","1",,,
"1771539197.268",,,"-0.07","0.03",
"1771539197.277","1","1","-0.07","0",
"1771539197.288","1","1","-0.07","0",
"1771539197.298","1",,,,
"1771539197.299",,"1","-0.06","-0.03",
"1771539197.308","1","1","-0.07","0.04",
"1771539197.317","1",,,,
"1771539197.318",,"1","-0.06","-0.02",
"1771539197.327","1","1","-0.06","-0.04",
"1771539197.338","1","1","-0.07","0.09",
"1771539197.347","1","1","-0.06","0.04",
"1771539197.358","1","1","-0.06","-0.03",
"1771539197.368","1","1","-0.06","0.07",
"1771539197.377","1",,,,
"1771539197.378",,"1","-0.06","-0.01",
"1771539197.387","1",,,,
"1771539197.388",,"1","-0.06","0.02",
"1771539197.397","1","1","-0.06","0.06",
"1771539197.407","1",,,,
"1771539197.408",,"1","-0.06","-0.01",
"1771539197.418","1","1","-0.06","0",
"1771539197.427","1",,,,
"1771539197.428",,"1","-0.06","-0.01",
"1771539197.439","1","1","-0.06","0.05",
"1771539197.448","1","1","-0.06","0",
"1771539197.457","1","1","-0.06","-0.03",
"1771539197.467","1","1","-0.06","-0.02",
"1771539197.478","1","1","-0.06","-0.03",
"1771539197.488","1","1","-0.06","-0.01",
"1771539197.497","1",,,,
"1771539197.498",,"1","-0.06","0.01",
"1771539197.508","1","1","-0.05","-0.03",
"1771539197.517","1","1","-0.06","0.06",
"1771539197.527","1","1","-0.05","0.01",
"1771539197.539","1","1","-0.05","0",
"1771539197.547","1",,,,
"1771539197.548",,"1","-0.05","0.01",
"1771539197.557","1",,,,
"1771539197.558",,"1","-0.05","-0.07",
"1771539197.568","1","1","-0.05",,
"1771539197.569",,,,"-0.04",
"1771539197.577","1",,,,
"1771539197.578",,"1","-0.05","0.04",
"1771539197.587","1",,,,
"1771539197.588",,"1","-0.05","0.01",
"1771539197.597","1","1","-0.05","0.01",
"1771539197.608","1","1","-0.05","0.01",
"1771539197.618","1","1","-0.05","0.03",
"1771539197.627","1",,,,
"1771539197.628",,"1","-0.05","0.06",
"1771539197.639","1","1","-0.05","-0.04",
"1771539197.647","1","1","-0.05","-0.03",
"1771539197.657","1","1","-0.05","-0.03",
"1771539197.667","1","1","-0.05","-0.04",
"1771539197.678","1","1","-0.05",,
"1771539197.679",,,,"0.03",
"1771539197.688","1","1","-0.05","0.02",
"1771539197.698","1","1","-0.05","0.03",
"1771539197.708","1","1","-0.05","0",
"1771539197.717","1","-1","-0.68","-0.17",
"1771539197.727","0.89","-1","-0.32","-16.78",
"1771539197.738","0.65","-1","-0.1","-24.5",
"1771539197.747","0.42","-1","-0.11","-20.77",
"1771539197.757","0.27","-1","-0.22","-13.32",
"1771539197.767","0.15","-1","-0.21","-12.36",
"1771539197.777","0","-1","-0.07","-17",
"1771539197.787","-0.21","-1","0.05","-20.66",
"1771539197.797","-0.41","-1","0.1","-20.11",
"1771539197.807","-0.59","-1","0.05","-15.5",
"1771539197.817","-0.7","-1","-0.05","-8.87",
"1771539197.827","-0.75","-1","-0.11","-5.26",
"1771539197.838","-0.8","-1","-0.11","-4.38",
"1771539197.847","-0.84","-1","-0.1","-4.45",
"1771539197.857","-0.88","-1","-0.12","-2.76",
"1771539197.867","-0.89","-1","-0.15","-1.29",
"1771539197.877","-0.9","-1","-0.15","-0.76",
"1771539197.887","-0.91","-1","-0.15","-0.76",
"1771539197.897","-0.92","-1","-0.14","-1.43",
"1771539197.907","-0.94","-1","-0.14","-1.26",
"1771539197.917","-0.95","-1","-0.13","-1.6",
"1771539197.927","-0.97","-1","-0.12","-1.54",
"1771539197.938","-0.99","-1","-0.11","-2.01",
"1771539197.947","-1","-1","-0.13","-0.84",
"1771539197.957","-1","-1","-0.14","-0.22",
"1771539197.967","-1","-1","-0.13","-0.47",
"1771539197.977","-1.01","-1","-0.14","-0.08",
"1771539197.987","-1.01","-1","-0.14","-0.04",
"1771539197.997","-1.01","-1","-0.14","0",
"1771539198.008","-1.01","-1","-0.14","0.07",
"1771539198.017","-1.01","-1","-0.14",,
"1771539198.018",,,,"0.01",
"1771539198.027","-1.01","-1","-0.14","0.02",
"1771539198.038","-1.01","-1",,,
"1771539198.039",,,"-0.14","0.01",
"1771539198.047","-1.01","-1",,,
"1771539198.048",,,"-0.13","0.03",
"1771539198.057","-1.01","-1",,,
"1771539198.058",,,"-0.13","0.02",
"1771539198.067","-1.01","-1","-0.13",,
"1771539198.068",,,,"0",
"1771539198.077","-1.01","-1","-0.13","-0.01",
"1771539198.088","-1.01","-1","-0.13","0",
"1771539198.097","-1.01",,,,
"1771539198.098",,"-1","-0.13","-0.02",
"1771539198.108","-1.01","-1","-0.13","0.02",
"1771539198.117","-1.01","-1","-0.13","0",
"1771539198.127","-1.01","-1","-0.13","-0.02",
"1771539198.138","-1.01","-1","-0.13","-0.01",
"1771539198.147","-1.01","-1","-0.13","0.02",
"1771539198.158","-1.01","-1","-0.12","0.04",
"1771539198.168","-1.01","-1","-0.12","0",
"1771539198.177","-1.01","-1","-0.12","0.04",
"1771539198.187","-1.01","-1","-0.12","0.01",
"1771539198.197","-1.01","-1","-0.12","-0.01",
"1771539198.208","-1.01","-1",,,
"1771539198.209",,,"-0.12","-0.04",
"1771539198.217","-1.01","-1","-0.12",,
"1771539198.218",,,,"-0.01",
"1771539198.227","-1.01",,,,
"1771539198.228",,"-1","-0.12","-0.02",
"1771539198.239","-1.01",,,,
"1771539198.24",,"-1","-0.12","0.03",
"1771539198.247","-1.01","-1","-0.11",,
"1771539198.248",,,,"-0.05",
"1771539198.257","-1.01","-1","-0.11","0.01",
"1771539198.267","-1.01","-1","-0.11","0.01",
"1771539198.277","-1.01","-1","-0.11","0.01",
"1771539198.288","-1.01","-1","-0.11","0",
"1771539198.297","-1.01",,,,
"1771539198.298",,"-1","-0.11","-0.04",
"1771539198.307","-1.01",,,,
"1771539198.308",,"-1","-0.11","0.03",
"1771539198.317","-1.01","-1","-0.11","-0.03",
"1771539198.327","-1.01","-1","-0.11","0.02",
"1771539198.338","-1.01","-1","-0.11","0.03",
"1771539198.347","-1.01","-1","-0.11","-0.02",
"1771539198.358","-1.01","-1","-0.11","0.01",
"1771539198.368","-1.01","-1","-0.11","0.04",
"1771539198.377","-1.01",,,,
"1771539198.378",,"-1","-0.1","0",
"1771539198.387","-1.01","-1",,,
"1771539198.388",,,"-0.1","0.03",
"1771539198.397","-1.01","-1","-0.1",,
"1771539198.398",,,,"-0.03",
"1771539198.407","-1.01",,,,
"1771539198.408",,"-1","-0.1","0.04",
"1771539198.418","-1.01","-1","-0.1","-0.01",
"1771539198.427","-1.01",,,,
"1771539198.428",,"-1","-0.1","-0.04",
"1771539198.439","-1.01","-1","-0.1","-0.06",
"1771539198.447","-1.01","-1","-0.1","0",
"1771539198.457","-1.01","-1","-0.1","0",
"1771539198.467","-1.01","-1",,,
"1771539198.468",,,"-0.1","-0.01",
"1771539198.477","-1.01",,,,
"1771539198.478",,"-1","-0.09","0.02",
"1771539198.488","-1.01","-1","-0.09","0.02",
"1771539198.498","-1.01",,,,
"1771539198.499",,"-1","-0.09","0.01",
"1771539198.507","-1.01",,,,
"1771539198.508",,"-1","-0.09","0.05",
"1771539198.517","-1.01","-1","-0.09","-0.05",
"1771539198.527","-1.01","-1","-0.09","0.06",
"1771539198.538","-1.01",,,,
"1771539198.539",,"-1","-0.09","0.01",
"1771539198.547","-1.01",,,,
"1771539198.548",,"-1","-0.09","-0.03",
"1771539198.557","-1.01",,,,
"1771539198.558",,"-1","-0.09","0.04",
"1771539198.567","-1.01",,,,
"1771539198.568",,"-1","-0.09","0.01",
"1771539198.577","-1.01",,,,
"1771539198.578",,"-1","-0.09","0.02",
"1771539198.587","-1.01","-1","-0.09","0.02",
"1771539198.597","-1.01","-1",,,
"1771539198.598",,,"-0.08","0",
"1771539198.609","-1.01","-1","-0.08","-0.07",
"1771539198.617","-1.01","-1","-0.08","0.01",
"1771539198.627","-1.01",,,,
"1771539198.628",,"-1","-0.08","0.04",
"1771539198.638","-1.01",,,,
"1771539198.639",,"-1","-0.08","0.02",
"1771539198.647","-1.01","-1","-0.08",,
"1771539198.648",,,,"-0.06",
"1771539198.657","-1.01","-1","-0.08","0.05",
"1771539198.667","-1.01","-1",,,
"1771539198.668",,,"-0.08","0.01",
"1771539198.678","-1.01",,,,
"1771539198.679",,"-1","-0.08","-0.03",
"1771539198.688","-1.01","-1","-0.08",,
"1771539198.689",,,,"0.05",
"1771539198.698","-1.01","-1","-0.07","-0.07",
"1771539198.707","-1.01",,,,
"1771539198.708",,"-1","-0.07","-0.04",
"1771539198.717","-1.01","1","0.56","-0.04",
"1771539198.727","-0.92","1","0.3","15.78",
"1771539198.738","-0.64","1","-0.06","30.08",
"1771539198.747","-0.32","1","-0.15","30.25",
"1771539198.757","-0.09","1","-0.02","20.57",
"1771539198.767","0.05","1","0.1","12.39",
"1771539198.777","0.16","1","0.11","10.63",
"1771539198.787","0.29","1","0","14.2",
"1771539198.797","0.47","1","-0.12","18.04",
"1771539198.807","0.65","1","-0.17","17.79",
"1771539198.817","0.8","1","-0.12","13.45",
"1771539198.827","0.9","1","-0.04","8.35",
"1771539198.838","0.96","1","0.01","5.01",
"1771539198.847","0.99","1","0.03","3.42",
"1771539198.857","1.03","1","0.02","3.59",
"1771539198.867","1.06","1","0.02",,
"1771539198.868",,,,"3.03",
"1771539198.877","1.09","1","0.01","2.67",
"1771539198.888","1.1","1",,,
"1771539198.889",,,"0.02","1.21",
"1771539198.897","1.1",,,,
"1771539198.898",,"1","0.04","-0.37",
"1771539198.907","1.1","1","0.02","0.2",
"1771539198.917","1.1","1","0.01","-0.16",
"1771539198.927","1.1","1","0","0.02",
"1771539198.939","1.1","1","-0.01","-0.08",
"1771539198.947","1.1",,,,
"1771539198.948",,"1","-0.03","-0.09",
"1771539198.958","1.1","1","-0.04","-0.11",
"1771539198.967","1.1",,,,
"1771539198.968",,"1","-0.05","-0.19",
"1771539198.977","1.1","1","-0.05","-0.68",
"1771539198.987","1.08","1","-0.04","-1.52",
"1771539198.998","1.06","1","-0.04","-1.63",
"1771539199.008","1.05",,,,
"1771539199.009",,"1","-0.05","-1.45",
"1771539199.017","1.04","1","-0.06","-1",
"1771539199.027","1.03","1","-0.05","-1.48",
"1771539199.038","1.01","1","-0.06","-0.83",
"1771539199.047","1.01","1","-0.07","-0.48",
"1771539199.057","1","1",,,
"1771539199.058",,,"-0.07","-0.34",
"1771539199.067","1","1","-0.07","-0.35",
"1771539199.077","1","1","-0.07","-0.27",
"1771539199.087","1","1",,,
"1771539199.088",,,"-0.08","0.04",
"1771539199.097","1","1",,,
"1771539199.098",,,"-0.08","0.01",
"1771539199.107","1","1","-0.08","-0.03",
"1771539199.117","1","1","-0.08","-0.07",
"1771539199.127","1","1","-0.08","0",
"1771539199.139","1","1","-0.08","-0.07",
"1771539199.147","1","1","-0.08",,
"1771539199.148",,,,"0.05",
"1771539199.158","1","1","-0.08","0.02",
"1771539199.167","1","1",,,
"1771539199.168",,,"-0.08","0.03",
"1771539199.177","1","1","-0.08","-0.01",
"1771539199.188","1","1",,,
"1771539199.189",,,"-0.08","-0.03",
"1771539199.198","1","1","-0.08","-0.01",
"1771539199.208","1","1","-0.08","0",
"1771539199.217","1",,,,
"1771539199.218",,"1","-0.07","-0.01",
"1771539199.227","1","1","-0.07","-0.02",
"1771539199.238","1","1","-0.08","0.04",
"1771539199.247","1","1","-0.07","-0.03",
"1771539199.258","1","1","-0.07","0.01",
"1771539199.267","1",,,,
"1771539199.268",,"1","-0.07","-0.04",
"1771539199.277","1","1","-0.07","0.01",
"1771539199.287","1",,,,
"1771539199.288",,"1","-0.07","-0.01",
"1771539199.297","1","1","-0.07","-0.01",
"1771539199.307","1","1","-0.07","0.02",
"1771539199.317","1","1","-0.07",,
"1771539199.318",,,,"-0.04",
"1771539199.327","1","1","-0.07","0",
"1771539199.338","1",,,,
"1771539199.339",,"1","-0.07","-0.05",
"1771539199.348","1","1","-0.07","0.05",
"1771539199.358","1","1","-0.07","0",
"1771539199.367","1","1","-0.07","-0.03",
"1771539199.377","1","1","-0.07","0.02",
"1771539199.387","1","1","-0.07","0.01",
"1771539199.397","1",,,,
"1771539199.398",,"1","-0.07","0.03",
"1771539199.408","1","1","-0.07","0.01",
"1771539199.418","1","1","-0.07","-0.03",
"1771539199.427","1","1",,,
"1771539199.428",,,"-0.07","-0.02",
"1771539199.438","1","1","-0.07","-0.03",
"1771539199.447","1","1","-0.07","0.03",
"1771539199.458","1","1","-0.07","0.03",
"1771539199.467","1","1","-0.07",,
"1771539199.468",,,,"0",
"1771539199.477","1",,,,
"1771539199.478",,"1","-0.07","0.05",
"1771539199.488","1","1","-0.06","0",
"1771539199.497","1","1",,,
"1771539199.498",,,"-0.06","-0.02",
"1771539199.507","1","1","-0.06","-0.01",
"1771539199.517","1",,,,
"1771539199.518",,"1","-0.06","-0.02",
"1771539199.528","1","1","-0.06","0.02",
"1771539199.539","1","1","-0.06","-0.03",
"1771539199.548","1","1","-0.06","0.05",
"1771539199.558","1","1","-0.06","-0.05",
"1771539199.567","1","1","-0.06","-0.02",
"1771539199.577","1",,,,
"1771539199.578",,"1","-0.06","0.04",
"1771539199.588","1","1","-0.06","0",
"1771539199.598","1","1","-0.06","0",
"1771539199.607","1",,,,
"1771539199.608",,"1","-0.06","-0.04",
"1771539199.618","1","1","-0.06","-0.03",
"1771539199.627","1","1","-0.06",,
"1771539199.628",,,,"0.01",
"1771539199.638","1","1","-0.06","0.01",
"1771539199.647","1","1","-0.06","-0.04",
"1771539199.658","1","1","-0.06","0",
"1771539199.668","1","1","-0.06","0.03",
"1771539199.677","1","1",,,
"1771539199.678",,,"-0.06","0",
"1771539199.688","1","1","-0.06","-0.05",
"1771539199.697","1",,,,
"1771539199.698",,"1","-0.06","0.06",
"1771539199.707","1","1","-0.06","0",
"1771539199.718","1","-1","-0.67","-0.03",
"1771539199.727","0.92","-1","-0.4","-13.26",
"1771539199.738","0.7","-1","-0.13","-23.61",
"1771539199.747","0.46","-1","-0.09","-22.55",
"1771539199.757","0.29","-1","-0.19","-14.96",
"1771539199.767","0.17","-1","-0.22","-11.85",
"1771539199.777","0.03","-1","-0.12","-15.27",
"1771539199.787","-0.16","-1","0.02","-19.85",
"1771539199.797","-0.36","-1","0.08","-19.94",
"1771539199.807","-0.54","-1","0.06","-16.28",
"1771539199.817","-0.66","-1","-0.03","-10.49",
"1771539199.827","-0.73","-1","-0.09","-6.31",
"1771539199.838","-0.79","-1","-0.1","-5.3",
"1771539199.847","-0.84","-1","-0.09","-4.66",
"1771539199.857","-0.87","-1","-0.12","-2.93",
"1771539199.867","-0.89","-1","-0.14","-1.77",
"1771539199.877","-0.91","-1","-0.15","-1.03",
"1771539199.887","-0.91","-1","-0.16","-0.5",
"1771539199.897","-0.92","-1","-0.13","-1.54",
"1771539199.907","-0.94","-1","-0.13","-1.35",
"1771539199.917","-0.95","-1","-0.12","-1.78",
"1771539199.927","-0.97","-1","-0.12","-1.49",
"1771539199.938","-0.99","-1","-0.12","-1.59",
"1771539199.947","-1","-1","-0.13","-0.73",
"1771539199.957","-1","-1","-0.14","-0.31",
"1771539199.967","-1.01","-1","-0.13","-0.55",
"1771539199.977","-1.01","-1","-0.14","-0.01",
"1771539199.987","-1.01","-1","-0.14","-0.03",
"1771539199.998","-1.01","-1","-0.14","-0.02",
"1771539200.007","-1.01","-1",,,
"1771539200.008",,,"-0.14","0.02",
"1771539200.017","-1.01",,,,
"1771539200.018",,"-1","-0.14","-0.04",
"1771539200.027","-1.01","-1","-0.14","-0.03",
"1771539200.038","-1.01","-1","-0.14","0.03",
"1771539200.047","-1.01","-1","-0.13","-0.01",
"1771539200.057","-1.01",,,,
"1771539200.058",,"-1","-0.13","0.05",
"1771539200.068","-1.01","-1","-0.13","0.03",
"1771539200.077","-1.01","-1","-0.13","0.03",
"1771539200.088","-1.01","-1","-0.13","-0.02",
"1771539200.097","-1.01","-1","-0.13","0.1",
"1771539200.107","-1.01","-1","-0.13","0.01",
"1771539200.117","-1.01","-1","-0.13","0.06",
"1771539200.127","-1.01","-1","-0.13","0",
"1771539200.139","-1.01","-1","-0.13","-0.04",
"1771539200.147","-1.01","-1","-0.12","-0.03",
"1771539200.157","-1.01","-1","-0.12",,
"1771539200.158",,,,"0.01",
"1771539200.167","-1.01","-1","-0.12","0",
"1771539200.177","-1.01","-1","-0.12","0.03",
"1771539200.188","-1.01","-1","-0.12","-0.06",
"1771539200.198","-1.01","-1","-0.12","0.01",
"1771539200.208","-1.01","-1","-0.12","-0.02",
"1771539200.218","-1.01",,,,
"1771539200.219",,"-1","-0.12","-0.05",
"1771539200.227","-1.01","-1","-0.12",,
"1771539200.228",,,,"-0.05",
"1771539200.238","-1.01","-1","-0.12","0.01",
"1771539200.247","-1.01","-1","-0.12",,
"1771539200.248",,,,"-0.02",
"1771539200.258","-1.01","-1","-0.12","0.02",
"1771539200.268","-1.01","-1","-0.11","0.01",
"1771539200.277","-1.01","-1","-0.11","-0.02",
"1771539200.287","-1.01",,,,
"1771539200.288",,"-1","-0.11","-0.01",
"1771539200.297","-1.01","-1","-0.11","-0.01",
"1771539200.307","-1.01","-1","-0.11","0.02",
"1771539200.317","-1.01","-1",,,
"1771539200.318",,,"-0.11","0",
"1771539200.328","-1.01",,,,
"1771539200.329",,"-1","-0.11","0.04",
"1771539200.339","-1.01",,,,
"1771539200.34",,"-1","-0.11","0.04",
"1771539200.348","-1.01","-1","-0.11","0.02",
"1771539200.357","-1.01",,,,
"1771539200.358",,"-1","-0.11","0",
"1771539200.367","-1.01","-1","-0.11",,
"1771539200.368",,,,"-0.02",
"1771539200.377","-1.01","-1","-0.1",,
"1771539200.378",,,,"0.02",
"1771539200.387","-1.01",,,,
"1771539200.388",,"-1","-0.1","0.03",
"1771539200.398","-1.01","-1","-0.1","0.02",
"1771539200.408","-1.01","-1","-0.1","0.01",
"1771539200.418","-1.01","-1","-0.1","0",
"1771539200.427","-1.01","-1","-0.1",,
"1771539200.428",,,,"-0.02",
"1771539200.438","-1.01","-1","-0.1",,
"1771539200.439",,,,"-0.03",
"1771539200.447","-1.01","-1",,,
"1771539200.448",,,"-0.1","0.01",
"1771539200.457","-1.01","-1",,,
"1771539200.458",,,"-0.1","0.03",
"1771539200.467","-1.01",,,,
"1771539200.468",,"-1","-0.1","0",
"1771539200.478","-1.01","-1",,,
"1771539200.479",,,"-0.1","0",
"1771539200.487","-1.01",,,,
"1771539200.488",,"-1","-0.09","-0.01",
"1771539200.497","-1.01","-1",,,
"1771539200.498",,,"-0.1","0.06",
"1771539200.507","-1.01","-1","-0.09","0",
"1771539200.517","-1.01",,,,
"1771539200.518",,"-1","-0.09","-0.04",
"1771539200.528","-1.01",,,,
"1771539200.529",,"-1","-0.09","0",
"1771539200.539","-1.01","-1","-0.09","-0.01",
"1771539200.547","-1.01",,,,
"1771539200.548",,"-1","-0.09","0",
"1771539200.557","-1.01",,,,
"1771539200.558",,"-1","-0.09","-0.06",
"1771539200.567","-1.01","-1","-0.09","0.04",
"1771539200.577","-1.01","-1","-0.09",,
"1771539200.578",,,,"-0.02",
"1771539200.587","-1.01",,,,
"1771539200.588",,"-1","-0.09","-0.04",
"1771539200.597","-1.01",,,,
"1771539200.598",,"-1","-0.09","0",
"1771539200.608","-1.01","-1","-0.08","-0.03",
"1771539200.617","-1.01",,,,
"1771539200.618",,"-1","-0.09","0.03",
"1771539200.627","-1.01","-1","-0.08","-0.03",
"1771539200.638","-1.01","-1","-0.08","0.04",
"1771539200.647","-1.01","-1","-0.08","0.05",
"1771539200.658","-1.01","-1","-0.08","-0.02",
"1771539200.667","-1.01","-1",,,
"1771539200.668",,,"-0.08","0",
"1771539200.677","-1.01","-1","-0.08","-0.03",
"1771539200.687","-1.01",,,,
"1771539200.688",,"-1","-0.08","-0.04",
"1771539200.697","-1.01","-1","-0.08",,
"1771539200.698",,,,"-0.01",
"1771539200.707","-1.01","-1","-0.08","0.01",
"1771539200.718","-1.01",,,,
"1771539200.719",,"1","0.51","0",
"1771539200.727","-0.96","1","0.42","10.48",
"1771539200.738","-0.73","1","0.02","27.04",
